,epoch,batch,group,sample,step,log_prob_new,log_prob_old,importance_ratio,clipped_ratio,kl_loss,reward,advantage,loss_clip,loss_base,loss_total,gradient,sampling_epoch
0,0,0,0,0,0,-7.792610168457031,-7.792610168457031,1.0,1.0,0.0,0.021073414012789726,-0.4417259097099304,-0.4417259097099304,0.4417259097099304,0.08834518492221832,0.01885840127243365,0
1,0,0,0,0,1,-7.75700569152832,-7.75700569152832,1.0,1.0,0.0,0.021073414012789726,-0.4417259097099304,-0.4417259097099304,0.4417259097099304,0.08834518492221832,0.039132500246004606,0
2,0,0,0,0,2,-7.741218566894531,-7.741218566894531,1.0,1.0,0.0,0.021073414012789726,-0.4417259097099304,-0.4417259097099304,0.4417259097099304,0.08834518492221832,0.05942131303396068,0
3,0,0,0,0,3,-7.680650234222412,-7.680650234222412,1.0,1.0,0.0,0.021073414012789726,-0.4417259097099304,-0.4417259097099304,0.4417259097099304,0.08834518492221832,0.08088710986371843,0
4,0,0,0,0,4,-7.602118492126465,-7.602118492126465,1.0,1.0,0.0,0.021073414012789726,-0.4417259097099304,-0.4417259097099304,0.4417259097099304,0.08834518492221832,0.10289016548534768,0
5,0,0,0,0,5,-7.596846580505371,-7.596846580505371,1.0,1.0,0.0,0.021073414012789726,-0.4417259097099304,-0.4417259097099304,0.4417259097099304,0.08834518492221832,0.12679298487053764,0
6,0,0,0,0,6,-7.502084732055664,-7.502084732055664,1.0,1.0,0.0,0.021073414012789726,-0.4417259097099304,-0.4417259097099304,0.4417259097099304,0.08834518492221832,0.1521897689472254,0
7,0,0,0,0,7,-7.500214576721191,-7.500214576721191,1.0,1.0,0.0,0.021073414012789726,-0.4417259097099304,-0.4417259097099304,0.4417259097099304,0.08834518492221832,0.17971459585800176,0
8,0,0,0,0,8,-7.393871307373047,-7.393871307373047,1.0,1.0,0.0,0.021073414012789726,-0.4417259097099304,-0.4417259097099304,0.4417259097099304,0.08834518492221832,0.209035203597871,0
9,0,0,0,0,9,-7.3625407218933105,-7.3625407218933105,1.0,1.0,0.0,0.021073414012789726,-0.4417259097099304,-0.4417259097099304,0.4417259097099304,0.08834518492221832,0.2417890294970545,0
10,0,0,0,1,0,-7.8256635665893555,-7.8256635665893555,1.0,1.0,0.0,0.018133118748664856,-0.4450930953025818,-0.4450930953025818,0.4450930953025818,0.08901862055063248,0.2562488340239939,0
11,0,0,0,1,1,-7.719074249267578,-7.719074249267578,1.0,1.0,0.0,0.018133118748664856,-0.4450930953025818,-0.4450930953025818,0.4450930953025818,0.08901862055063248,0.2714560044233981,0
12,0,0,0,1,2,-7.721269130706787,-7.721269130706787,1.0,1.0,0.0,0.018133118748664856,-0.4450930953025818,-0.4450930953025818,0.4450930953025818,0.08901862055063248,0.28788779637965944,0
13,0,0,0,1,3,-7.67305850982666,-7.67305850982666,1.0,1.0,0.0,0.018133118748664856,-0.4450930953025818,-0.4450930953025818,0.4450930953025818,0.08901862055063248,0.30570192486390496,0
14,0,0,0,1,4,-7.633809566497803,-7.633809566497803,1.0,1.0,0.0,0.018133118748664856,-0.4450930953025818,-0.4450930953025818,0.4450930953025818,0.08901862055063248,0.3248294091794099,0
15,0,0,0,1,5,-7.600994110107422,-7.600994110107422,1.0,1.0,0.0,0.018133118748664856,-0.4450930953025818,-0.4450930953025818,0.4450930953025818,0.08901862055063248,0.34555758015007443,0
16,0,0,0,1,6,-7.525646209716797,-7.525646209716797,1.0,1.0,0.0,0.018133118748664856,-0.4450930953025818,-0.4450930953025818,0.4450930953025818,0.08901862055063248,0.3680448588020146,0
17,0,0,0,1,7,-7.51912260055542,-7.51912260055542,1.0,1.0,0.0,0.018133118748664856,-0.4450930953025818,-0.4450930953025818,0.4450930953025818,0.08901862055063248,0.3929175549015468,0
18,0,0,0,1,8,-7.43707799911499,-7.43707799911499,1.0,1.0,0.0,0.018133118748664856,-0.4450930953025818,-0.4450930953025818,0.4450930953025818,0.08901862055063248,0.41991107018633217,0
19,0,0,0,1,9,-7.3113322257995605,-7.3113322257995605,1.0,1.0,0.0,0.018133118748664856,-0.4450930953025818,-0.4450930953025818,0.4450930953025818,0.08901862055063248,0.44948168649688347,0
20,0,0,0,2,0,-7.77606201171875,-7.77606201171875,1.0,1.0,0.0,1.9688358306884766,1.788819670677185,1.788819670677185,-1.788819670677185,-0.35776394605636597,0.3787128443849196,0
21,0,0,0,2,1,-7.763284206390381,-7.763284206390381,1.0,1.0,0.0,1.9688358306884766,1.788819670677185,1.788819670677185,-1.788819670677185,-0.35776394605636597,0.3059863280907838,0
22,0,0,0,2,2,-7.730495452880859,-7.730495452880859,1.0,1.0,0.0,1.9688358306884766,1.788819670677185,1.788819670677185,-1.788819670677185,-0.35776394605636597,0.2329878357610207,0
23,0,0,0,2,3,-7.7379279136657715,-7.7379279136657715,1.0,1.0,0.0,1.9688358306884766,1.788819670677185,1.788819670677185,-1.788819670677185,-0.35776394605636597,0.16058374755160543,0
24,0,0,0,2,4,-7.722880840301514,-7.722880840301514,1.0,1.0,0.0,1.9688358306884766,1.788819670677185,1.788819670677185,-1.788819670677185,-0.35776394605636597,0.10602843724965083,0
25,0,0,0,2,5,-7.65997838973999,-7.65997838973999,1.0,1.0,0.0,1.9688358306884766,1.788819670677185,1.788819670677185,-1.788819670677185,-0.35776394605636597,0.1126256145600568,0
26,0,0,0,2,6,-7.566377639770508,-7.566377639770508,1.0,1.0,0.0,1.9688358306884766,1.788819670677185,1.788819670677185,-1.788819670677185,-0.35776394605636597,0.17656267836419137,0
