,epoch,batch,group,sample,step,log_prob_new,log_prob_old,importance_ratio,clipped_ratio,kl_loss,reward,advantage,loss_clip,loss_base,loss_total,gradient,sampling_epoch
0,0,0,0,0,0,-7.9065399169921875,-7.9065399169921875,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.04051555524212683,0
1,0,0,0,0,1,-7.941715240478516,-7.941715240478516,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.07993772316855581,0
2,0,0,0,0,2,-7.927209377288818,-7.927209377288818,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.11852271322816414,0
3,0,0,0,0,3,-7.983972072601318,-7.983972072601318,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.15643858424306842,0
4,0,0,0,0,4,-7.9850592613220215,-7.9850592613220215,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.19357436900518146,0
5,0,0,0,0,5,-7.983379364013672,-7.983379364013672,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.22971559905414357,0
6,0,0,0,0,6,-7.95310115814209,-7.95310115814209,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.26566460056166924,0
7,0,0,0,0,7,-7.9742536544799805,-7.9742536544799805,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.30027387180003284,0
8,0,0,0,0,8,-7.9758501052856445,-7.9758501052856445,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.33388879414463285,0
9,0,0,0,0,9,-7.996776580810547,-7.996776580810547,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.3672836283611595,0
10,0,0,0,0,10,-7.985246181488037,-7.985246181488037,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.40003506652956033,0
11,0,0,0,0,11,-7.98773717880249,-7.98773717880249,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.431821534290815,0
12,0,0,0,0,12,-7.998152732849121,-7.998152732849121,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.46280031436839836,0
13,0,0,0,0,13,-7.974410057067871,-7.974410057067871,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.4929888840632352,0
14,0,0,0,0,14,-8.00900936126709,-8.00900936126709,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.5228234753197453,0
15,0,0,0,0,15,-8.043232917785645,-8.043232917785645,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.5522244709207756,0
16,0,0,0,0,16,-7.976909160614014,-7.976909160614014,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.5806930921172898,0
17,0,0,0,0,17,-7.966899871826172,-7.966899871826172,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.6087283638832502,0
18,0,0,0,0,18,-8.027503967285156,-8.027503967285156,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.6367636648295967,0
19,0,0,0,0,19,-7.979955196380615,-7.979955196380615,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.6634825461465155,0
20,0,0,0,0,20,-7.920488357543945,-7.920488357543945,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.6902733835729669,0
21,0,0,0,0,21,-7.92526388168335,-7.92526388168335,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.7164552052425888,0
22,0,0,0,0,22,-7.938465118408203,-7.938465118408203,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.742630260096295,0
23,0,0,0,0,23,-7.9533491134643555,-7.9533491134643555,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.768650661227105,0
24,0,0,0,0,24,-7.895644187927246,-7.895644187927246,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.7945576649052783,0
25,0,0,0,0,25,-7.901262283325195,-7.901262283325195,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.8209739108684588,0
26,0,0,0,0,26,-7.89292049407959,-7.89292049407959,1.0,1.0,0.0,0.012593388557434082,-0.7180262804031372,-0.7180262804031372,0.7180262804031372,0.14360526204109192,0.8473639060969619,0
